title,desc,date,datetime,link,img,media,site,log_date,subject
"Nikki Haley says she would support Israel, strengthen U.S. military ...",,2 days ago,2023-10-20 20:24:04.652603,news.google.com/./articles/CBMiemh0dHBzOi8vaW93YWNhcGl0YWxkaXNwYXRjaC5jb20vMjAyMy8xMC8yMC9uaWtraS1oYWxleS1zYXlzLXNoZS13b3VsZC1zdXBwb3J0LWlzcmFlbC1zdHJlbmd0aGVuLXUtcy1taWxpdGFyeS1hcy1wcmVzaWRlbnQv0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://iowacapitaldispatch.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Iowa Capital Dispatch,,1698017042.267831,US-Military
US Navy service member pleads guilty to transmitting sensitive US ...,,2 days ago,2023-10-20 20:24:04.651607,news.google.com/./articles/CBMie2h0dHBzOi8vaGlnaGxhbmRjb3VudHlwcmVzcy5jb20vdXMtbmF2eS1zZXJ2aWNlLW1lbWJlci1wbGVhZHMtZ3VpbHR5LXRyYW5zbWl0dGluZy1zZW5zaXRpdmUtdXMtbWlsaXRhcnktaW5mb3JtYXRpb24tY2hpbmVzZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://highlandcountypress.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",The Highland County Press,,1698017042.267831,US-Military
"Amwell, Leidos to Deliver Digital Healthcare Platform for US Military",,2 days ago,2023-10-20 20:24:04.647601,news.google.com/./articles/CBMiUmh0dHBzOi8vd3d3LnRoZWRlZmVuc2Vwb3N0LmNvbS8yMDIzLzEwLzIwL3VzLW1pbGl0YXJ5LWRpZ2l0YWwtaGVhbHRoY2FyZS1wbGF0Zm9ybS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/vsxDYhVitim9UNC17PDV_v1Zn5t3Lq98q9bAICKUfm295LlPcCUVykZPmRtDqnFmXIahsXO2Eg=s0-h14-rp,The Defense Post,,1698017042.267831,US-Military
"US military has more work to do integrating women, report finds",,2 days ago,2023-10-20 20:24:04.646599,news.google.com/./articles/CBMie2h0dHBzOi8vd3d3Lm1pbGl0YXJ5dGltZXMuY29tL25ld3MveW91ci1taWxpdGFyeS8yMDIzLzEwLzIwL3VzLW1pbGl0YXJ5LWhhcy1tb3JlLXdvcmstdG8tZG8taW50ZWdyYXRpbmctd29tZW4tcmVwb3J0LWZpbmRzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/tirwo1pL3lckYZd7khrkSvCHkWviu9Lrk20kS8aiZLhgvceOgnaafkaaq7zYIjbGx5x_XNmRQQ=s0-h14-rp,Military Times,,1698017042.267831,US-Military
"Army private who fled to North Korea charged with desertion, held by US military, officials tell AP",,2 days ago,2023-10-20 20:24:04.643544,news.google.com/./articles/CBMiYmh0dHBzOi8vYWJjbmV3cy5nby5jb20vVVMvd2lyZVN0b3J5L2FybXktcHJpdmF0ZS1mbGVkLW5vcnRoLWtvcmVhLWNoYXJnZWQtZGVzZXJ0aW9uLWhlbGQtMTA0MTYxODEz0gFmaHR0cHM6Ly9hYmNuZXdzLmdvLmNvbS9hbXAvVVMvd2lyZVN0b3J5L2FybXktcHJpdmF0ZS1mbGVkLW5vcnRoLWtvcmVhLWNoYXJnZWQtZGVzZXJ0aW9uLWhlbGQtMTA0MTYxODEz?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/V0d6PzDACN2-0fdsz7y4bIJYa76wXs-uwFW4ySmdgZnnFnOM2N4ziUtQYjvZWtnof3fCk6MvTioEwYmdCYjHWGHc-ZOOxuH5qwX6oA5wp7IPa3KA6Wbl_PEVJRkYWR-tU36Cdys15zXPQy-XdWVYzi0-bPMpQZKoyX2SyETZq8_pDXD0-54j88EHMeTw=s0-h14-rp,ABC News,,1698017042.267831,US-Military
Former State Department official explains why he resigned over US military aid to Israel,,2 days ago,2023-10-20 20:24:04.643544,news.google.com/./articles/CBMia2h0dHBzOi8vYWJjbmV3cy5nby5jb20vVVMvZm9ybWVyLXN0YXRlLWRlcGFydG1lbnQtb2ZmaWNpYWwtZXhwbGFpbnMtcmVzaWduZWQtdXMtbWlsaXRhcnkvc3Rvcnk_aWQ9MTA0MTczMjMx0gFvaHR0cHM6Ly9hYmNuZXdzLmdvLmNvbS9hbXAvVVMvZm9ybWVyLXN0YXRlLWRlcGFydG1lbnQtb2ZmaWNpYWwtZXhwbGFpbnMtcmVzaWduZWQtdXMtbWlsaXRhcnkvc3Rvcnk_aWQ9MTA0MTczMjMx?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/V0d6PzDACN2-0fdsz7y4bIJYa76wXs-uwFW4ySmdgZnnFnOM2N4ziUtQYjvZWtnof3fCk6MvTioEwYmdCYjHWGHc-ZOOxuH5qwX6oA5wp7IPa3KA6Wbl_PEVJRkYWR-tU36Cdys15zXPQy-XdWVYzi0-bPMpQZKoyX2SyETZq8_pDXD0-54j88EHMeTw=s0-h14-rp,ABC News,,1698017042.267831,US-Military
Fact Check Team: Will women be drafted into the U.S. military?,,2 days ago,2023-10-20 20:24:04.643544,news.google.com/./articles/CBMijQJodHRwczovL25iY21vbnRhbmEuY29tL25ld3MvbmF0aW9uLXdvcmxkL2ZhY3QtY2hlY2stdGVhbS13aWxsLXdvbWVuLWJlLWRyYWZ0ZWQtaW50by10aGUtdXMtbWlsaXRhcnktdGlrdG9rLXZpcmFsLXNlbGVjdGl2ZS1zZXJ2aWNlLXN5c3RlbS1zdXByZW1lLWNvdXJ0LXJvc3RrZXItZ29sZGJlcmctbmF0aW9uYWwtY29hbGl0aW9uLWZvci1tZW4td29ybGQtd2FyLWlpLXByZXNpZGVudC1mcmFua2xpbi1yb29zZXZlbHQtbnVyc2VzLWJpbGwtbGVnaXNsYXRpb24tZGVmZW5zZdIBkQJodHRwczovL25iY21vbnRhbmEuY29tL2FtcC9uZXdzL25hdGlvbi13b3JsZC9mYWN0LWNoZWNrLXRlYW0td2lsbC13b21lbi1iZS1kcmFmdGVkLWludG8tdGhlLXVzLW1pbGl0YXJ5LXRpa3Rvay12aXJhbC1zZWxlY3RpdmUtc2VydmljZS1zeXN0ZW0tc3VwcmVtZS1jb3VydC1yb3N0a2VyLWdvbGRiZXJnLW5hdGlvbmFsLWNvYWxpdGlvbi1mb3ItbWVuLXdvcmxkLXdhci1paS1wcmVzaWRlbnQtZnJhbmtsaW4tcm9vc2V2ZWx0LW51cnNlcy1iaWxsLWxlZ2lzbGF0aW9uLWRlZmVuc2U?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/KWfdD_OgEMGpVQ_HBLTAv9yRWNMqvGzDWSXYumgChlvvvrCKQTVBrZdYyyvO8o7EE1B1Kc8WnaQkHjlfoT8MH5Cb7La9ZznIukWMyOFaFhrPySXXfKcrZaM_IHV6vnnglzzuopYH1FsbIwnRvfTjuQ7gYyD25aT4eAx9ubGaK_ofkZcjimVIJUp0PUFb=s0-h14-rp,NBC Montana,,1698017042.267831,US-Military
Army mobile laboratory Soldiers participate in STEM recruiting ...,,3 days ago,2023-10-19 20:24:04.658518,news.google.com/./articles/CBMiemh0dHBzOi8vd3d3LmFybXkubWlsL2FydGljbGUvMjcwOTU1L2FybXlfbW9iaWxlX2xhYm9yYXRvcnlfc29sZGllcnNfcGFydGljaXBhdGVfaW5fc3RlbV9yZWNydWl0aW5nX2V2ZW50c19pbl9uZXdfeW9ya19jaXR50gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.army.mil&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",United States Army,,1698017042.267831,US-Military
Words Are All Russia Has to Fight U.S. Military Space Advantage,,3 days ago,2023-10-19 20:24:04.656513,news.google.com/./articles/CBMibmh0dHBzOi8vd3d3LnRoZW1vc2Nvd3RpbWVzLmNvbS8yMDIzLzEwLzE5L3dvcmRzLWFyZS1hbGwtcnVzc2lhLWhhcy10by1maWdodC11cy1taWxpdGFyeS1zcGFjZS1hZHZhbnRhZ2UtYTgyODI10gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.themoscowtimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",The Moscow Times,,1698017042.267831,US-Military
US military shoots down missiles and drones as it faces growing threats in volatile Middle East,,3 days ago,2023-10-19 20:24:04.654595,news.google.com/./articles/CBMiemh0dHBzOi8vd3d3LjEzYWJjLmNvbS8yMDIzLzEwLzE5L3VzLW5hdnktd2Fyc2hpcC1yZWQtc2VhLWludGVyY2VwdHMtdGhyZWUtbWlzc2lsZXMtc2V2ZXJhbC1kcm9uZXMtaGVhZGluZy1ub3J0aC1vdXQteWVtZW4v0gGJAWh0dHBzOi8vd3d3LjEzYWJjLmNvbS8yMDIzLzEwLzE5L3VzLW5hdnktd2Fyc2hpcC1yZWQtc2VhLWludGVyY2VwdHMtdGhyZWUtbWlzc2lsZXMtc2V2ZXJhbC1kcm9uZXMtaGVhZGluZy1ub3J0aC1vdXQteWVtZW4vP291dHB1dFR5cGU9YW1w?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.13abc.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",WTVG,,1698017042.267831,US-Military
Pacific teamwork seeks to bring heroes home | Article | The United ...,,3 days ago,2023-10-19 20:24:04.652603,news.google.com/./articles/CBMiT2h0dHBzOi8vd3d3LmFybXkubWlsL2FydGljbGUvMjcwOTI0L3BhY2lmaWNfdGVhbXdvcmtfc2Vla3NfdG9fYnJpbmdfaGVyb2VzX2hvbWXSAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.army.mil&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",United States Army,,1698017042.267831,US-Military
"Today in History: October 19, U.S. military begins accepting openly ...",,3 days ago,2023-10-19 20:24:04.652603,news.google.com/./articles/CBMid2h0dHBzOi8vd3RvcC5jb20vYmFjay1pbi10aGUtZGF5LzIwMjMvMTAvdG9kYXktaW4taGlzdG9yeS1vY3RvYmVyLTE5LXUtcy1taWxpdGFyeS1iZWdpbnMtYWNjZXB0aW5nLW9wZW5seS1nYXktcmVjcnVpdHMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/Vti0qtySjdGfFciboAzPsn64PkIUinu3pYcX7XZEkVl8ajhm74IbbdFKvUPkssymShXU9rosVA=s0-h14-rp,WTOP,,1698017042.267831,US-Military
Longer maternity leave linked to lower attrition in U.S. military,,3 days ago,2023-10-19 20:24:04.651607,news.google.com/./articles/CBMibWh0dHBzOi8vbmV3cy51bmwuZWR1L25ld3Nyb29tcy90b2RheS9hcnRpY2xlL2xvbmdlci1tYXRlcm5pdHktbGVhdmUtbGlua2VkLXRvLWxvd2VyLWF0dHJpdGlvbi1pbi11cy1taWxpdGFyeS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://news.unl.edu&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Nebraska Today,,1698017042.267831,US-Military
Water protectors in Hawaiʻi took on the US military and won,,3 days ago,2023-10-19 20:24:04.650596,news.google.com/./articles/CBMic2h0dHBzOi8vZ3Jpc3Qub3JnL2dsb2JhbC1pbmRpZ2Vub3VzLWFmZmFpcnMtZGVzay93YXRlci1wcm90ZWN0b3JzLWluLWhhd2FpJUNBJUJCaS10b29rLW9uLXRoZS11LXMtbWlsaXRhcnktYW5kLXdvbi_SAQA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/iKy5ML1xYpKHsZ3PUMfL_1jVbvgtQM1opNJQacUBmxqCG7iSyu33vXfVZ5Eo0LtCRRyc_SE85P8=s0-h14-rp,Grist,,1698017042.267831,US-Military
US military shoots down missiles and drones as it faces growing threats in volatile Middle East,,3 days ago,2023-10-19 20:24:04.648603,news.google.com/./articles/CBMiYWh0dHBzOi8vYWJjbmV3cy5nby5jb20vVVMvd2lyZVN0b3J5L3VzLW5hdnktd2Fyc2hpcC1yZWQtc2VhLWludGVyY2VwdHMtbWlzc2lsZXMtaGVhZGluZy0xMDQxNDg3ODjSAWVodHRwczovL2FiY25ld3MuZ28uY29tL2FtcC9VUy93aXJlU3RvcnkvdXMtbmF2eS13YXJzaGlwLXJlZC1zZWEtaW50ZXJjZXB0cy1taXNzaWxlcy1oZWFkaW5nLTEwNDE0ODc4OA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/V0d6PzDACN2-0fdsz7y4bIJYa76wXs-uwFW4ySmdgZnnFnOM2N4ziUtQYjvZWtnof3fCk6MvTioEwYmdCYjHWGHc-ZOOxuH5qwX6oA5wp7IPa3KA6Wbl_PEVJRkYWR-tU36Cdys15zXPQy-XdWVYzi0-bPMpQZKoyX2SyETZq8_pDXD0-54j88EHMeTw=s0-h14-rp,ABC News,,1698017042.267831,US-Military
U.S. Army charges Private Travis King with desertion over dash into North Korea,,3 days ago,2023-10-19 20:24:04.643544,news.google.com/./articles/CBMiY2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMTAvMjAvdXMtYXJteS1jaGFyZ2VzLWtpbmctd2l0aC1kZXNlcnRpb24tb3Zlci1kYXNoLWludG8tbm9ydGgta29yZWEuaHRtbNIBZ2h0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIzLzEwLzIwL3VzLWFybXktY2hhcmdlcy1raW5nLXdpdGgtZGVzZXJ0aW9uLW92ZXItZGFzaC1pbnRvLW5vcnRoLWtvcmVhLmh0bWw?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/UEQEAUAyUNeb8PjnoA90xCxg3IIQc2RWP_EJNe4ljoowvxl8nR62HAdD_NTXlOFzSv1HEHfC=s0-h14-rp,CNBC,,1698017042.267831,US-Military
DOD Report Details Chinese Efforts to Build Military Power,,3 days ago,2023-10-19 20:24:04.643544,news.google.com/./articles/CBMifWh0dHBzOi8vd3d3LmRlZmVuc2UuZ292L05ld3MvTmV3cy1TdG9yaWVzL0FydGljbGUvQXJ0aWNsZS8zNTYyNDQyL2RvZC1yZXBvcnQtZGV0YWlscy1jaGluZXNlLWVmZm9ydHMtdG8tYnVpbGQtbWlsaXRhcnktcG93ZXIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.defense.gov&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Department of Defense,,1698017042.267831,US-Military
Top Cadets Honored as Distinguished Military Graduates by US ...,,4 days ago,2023-10-18 20:24:04.658518,news.google.com/./articles/CBMia2h0dHBzOi8vbmV3cy5zaGlwLmVkdS8yMDIzLzEwLzE4L3RvcC1jYWRldHMtaG9ub3JlZC1hcy1kaXN0aW5ndWlzaGVkLW1pbGl0YXJ5LWdyYWR1YXRlcy1ieS11cy1hcm15LWNvbW1hbmQv0gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://news.ship.edu&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Ship Now -,,1698017042.267831,US-Military
"US has provided Ukraine long range ATACMS missiles, sources say",,4 days ago,2023-10-18 20:24:04.657521,news.google.com/./articles/CBMiV2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8xMC8xNy9wb2xpdGljcy91cy11a3JhaW5lLWxvbmctcmFuZ2UtYXRhY20tbWlzc2lsZXMvaW5kZXguaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/8zdvTbISHUn-4iHkauW-_yQSGPD9BMrx9EWfqTIhiVm2YMYqhHC1HJWNDQoSOkMk0MRPYKxjIg=s0-h14-rp,CNN,,1698017042.267831,US-Military
Celebrating Women Veterans Art Exhibit,,4 days ago,2023-10-18 20:24:04.653598,news.google.com/./articles/CBMiR2h0dHBzOi8vd3d3LmF1c3RpbnRleGFzLmdvdi9uZXdzL2NlbGVicmF0aW5nLXdvbWVuLXZldGVyYW5zLWFydC1leGhpYml00gEA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.austintexas.gov&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",AustinTexas.gov,,1698017042.267831,US-Military
US Flexes Military Muscle in the Middle East,,4 days ago,2023-10-18 20:24:04.649602,news.google.com/./articles/CBMiU2h0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvdXMtZmxleGVzLW1pbGl0YXJ5LW11c2NsZS1pbi10aGUtbWlkZGxlLWVhc3QvNzMxNzIyNC5odG1s0gFVaHR0cHM6Ly93d3cudm9hbmV3cy5jb20vYW1wL3VzLWZsZXhlcy1taWxpdGFyeS1tdXNjbGUtaW4tdGhlLW1pZGRsZS1lYXN0LzczMTcyMjQuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/proxy/j-l1APd3QQ-0Mwq0igDckh1yBMcexx5zY8fCe7JtcrU3pugJsd2zCfDLEkwsGByS8W25hYRi1g2-POLUUrAdhUaKKr5EGrpuYCr-RXqdJPRaaup1cl_WZALIA7JwM28HX4Og6YhiabLJGBmRld13ZkC2xZbGGCObLhWqV9kuO1WJISRMt_p0Nb7aO1cy=s0-h14-rp,Voice of America - VOA News,,1698017042.267831,US-Military
U.S. military shoots down drones headed toward troops in Iraq,,4 days ago,2023-10-18 20:24:04.648603,news.google.com/./articles/CBMiWmh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9uZXdzLzIwMjMvMTAvMTgvdS1zLW1pbGl0YXJ5LWF0dGVtcHRlZC1kcm9uZS1hdHRhY2staXJhcS0wMDEyMjIwNdIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/WC9CIq9bWAC1AdOgyg7Iq6AMFkJfFjCN8QDCmUkctzq7krjzoOr6qEz2OJ4wLr8T7FLHXDFsMw=s0-h14-rp,POLITICO,,1698017042.267831,US-Military
"US military, Japanese police enhance bilateral partnership through ...",,4 days ago,2023-10-18 20:24:04.646599,news.google.com/./articles/CBMic2h0dHBzOi8vd3d3LmFybXkubWlsL2FydGljbGUvMjcwODc3L3VzX21pbGl0YXJ5X2phcGFuZXNlX3BvbGljZV9lbmhhbmNlX2JpbGF0ZXJhbF9wYXJ0bmVyc2hpcF90aHJvdWdoX3NvZnRiYWxsX2dhbWXSAQA?hl=en-US&gl=US&ceid=US%3Aen,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.army.mil&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",United States Army,,1698017042.267831,US-Military
15 Most Important U.S. Military Bases in the World,,4 days ago,2023-10-18 20:24:04.645598,news.google.com/./articles/CBMiSmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy8xNS1tb3N0LWltcG9ydGFudC11LW1pbGl0YXJ5LTEwMjQ0Mzk0Ny5odG1s0gFSaHR0cHM6Ly9maW5hbmNlLnlhaG9vLmNvbS9hbXBodG1sL25ld3MvMTUtbW9zdC1pbXBvcnRhbnQtdS1taWxpdGFyeS0xMDI0NDM5NDcuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/L57n4HUzUS8lNXBPYNGQScsyxaqqx42Nym3-tUk8NzkTvMsa95NhzEqC8KMqVPFpAFpCuPFdlA=s0-h14-rp,Yahoo Finance,,1698017042.267831,US-Military
